,value,timestamp
2018-10-17 14:02:30.837,0.4,1539784950.837
2018-10-17 14:02:57.472,0.2,1539784977.472
2018-10-17 14:05:25.255,0.386,1539785125.255
2018-10-17 14:05:31.427,0.4,1539785131.427
2018-10-17 14:05:45.204,0.386,1539785145.204
2018-10-17 14:05:45.869,0.0,1539785145.869
2018-10-17 14:14:37.734,0.38,1539785677.734
2018-10-17 14:14:49.571,0.4,1539785689.571
2018-10-17 14:15:16.264,0.2,1539785716.264
2018-10-17 14:18:26.262,0.386,1539785906.262
2018-10-17 14:18:32.380,0.4,1539785912.38
2018-10-17 14:18:46.076,0.386,1539785926.076
2018-10-17 14:18:46.972,0.0,1539785926.972
