,value,timestamp
2018-10-17 15:22:41.630,95.022,1539789761.63
2018-10-17 15:22:55.350,111.644,1539789775.35
2018-10-17 15:22:56.042,0.0,1539789776.042
2018-10-17 11:35:16.460,111.695,1539776116.46
2018-10-17 11:35:29.963,105.0075,1539776129.963
2018-10-17 11:35:56.680,112.5525,1539776156.68
2018-10-17 11:36:45.682,126.791,1539776205.682
2018-10-17 11:37:01.484,112.5525,1539776221.484
2018-10-17 11:37:11.299,126.791,1539776231.299
2018-10-17 11:38:33.596,111.644,1539776313.596
2018-10-17 11:38:39.710,95.02,1539776319.71
2018-10-17 11:38:53.543,111.644,1539776333.543
2018-10-17 11:38:54.343,0.0,1539776334.343
2018-10-17 14:22:36.944,111.695,1539786156.944
2018-10-17 14:22:48.885,105.01,1539786168.885
2018-10-17 14:23:15.557,112.5475,1539786195.557
2018-10-17 14:24:04.565,126.791,1539786244.565
2018-10-17 14:24:20.366,112.5475,1539786260.366
2018-10-17 14:24:30.122,126.791,1539786270.122
2018-10-17 14:25:42.974,111.644,1539786342.974
2018-10-17 14:25:48.917,95.0205,1539786348.917
2018-10-17 14:26:02.626,111.644,1539786362.626
2018-10-17 14:26:03.509,0.0,1539786363.509
2018-10-17 12:47:54.562,111.695,1539780474.562
2018-10-17 12:48:06.466,105.0075,1539780486.466
2018-10-17 12:48:33.111,112.55,1539780513.111
2018-10-17 12:49:22.199,126.791,1539780562.199
2018-10-17 12:49:37.890,112.55,1539780577.89
2018-10-17 12:49:47.731,126.791,1539780587.731
2018-10-17 12:51:01.497,111.644,1539780661.497
2018-10-17 12:51:07.498,95.019,1539780667.498
2018-10-17 12:51:21.322,111.644,1539780681.322
2018-10-17 12:51:22.128,0.0,1539780682.128
2018-10-18 12:17:47.284,111.695,1539865067.284
2018-10-18 12:17:59.227,105.0075,1539865079.227
2018-10-18 12:18:25.802,112.565,1539865105.802
2018-10-18 12:19:14.838,126.791,1539865154.838
2018-10-18 12:19:30.608,112.565,1539865170.608
2018-10-18 12:19:40.415,126.791,1539865180.415
2018-10-18 12:20:58.725,111.644,1539865258.725
2018-10-18 12:21:04.741,95.0295,1539865264.741
2018-10-18 12:21:18.555,111.644,1539865278.555
2018-10-18 12:21:19.385,0.0,1539865279.385
2018-10-17 15:10:39.414,111.695,1539789039.414
2018-10-17 15:10:51.241,105.0125,1539789051.241
2018-10-17 15:11:17.946,112.55,1539789077.946
2018-10-17 15:12:06.950,126.791,1539789126.95
2018-10-17 15:12:22.748,112.55,1539789142.748
2018-10-17 15:12:32.448,126.791,1539789152.448
2018-10-17 15:14:08.430,111.644,1539789248.43
2018-10-17 15:14:14.501,95.022,1539789254.501
2018-10-17 15:14:28.307,111.644,1539789268.307
2018-10-17 15:14:29.167,0.0,1539789269.167
2018-10-17 14:09:59.798,111.695,1539785399.798
2018-10-17 14:10:11.693,105.01,1539785411.693
2018-10-17 14:10:38.445,112.5475,1539785438.445
2018-10-17 14:11:27.541,126.791,1539785487.541
2018-10-17 14:11:43.408,112.5475,1539785503.408
2018-10-17 14:11:53.210,126.791,1539785513.21
2018-10-17 14:13:16.941,111.644,1539785596.941
2018-10-17 14:13:22.865,95.0205,1539785602.865
2018-10-17 14:13:36.585,111.644,1539785616.585
2018-10-17 14:13:37.481,0.0,1539785617.481
2018-10-17 14:18:58.022,111.695,1539785938.022
2018-10-17 14:19:09.883,105.01,1539785949.883
2018-10-17 14:19:36.519,112.5475,1539785976.519
2018-10-17 14:20:25.611,126.791,1539786025.611
2018-10-17 14:20:41.411,112.5475,1539786041.411
2018-10-17 14:20:51.309,126.791,1539786051.309
2018-10-17 14:22:04.431,111.644,1539786124.431
2018-10-17 14:22:10.534,95.0205,1539786130.534
2018-10-17 14:22:24.244,111.644,1539786144.244
2018-10-17 14:22:25.054,0.0,1539786145.054
2018-10-18 06:24:17.117,111.695,1539843857.117
2018-10-18 06:24:29.048,105.0125,1539843869.048
2018-10-18 06:24:55.737,112.55,1539843895.737
2018-10-18 06:25:44.752,126.791,1539843944.752
2018-10-18 06:26:00.663,112.55,1539843960.663
2018-10-18 06:26:10.349,126.791,1539843970.349
2018-10-18 06:27:21.467,111.644,1539844041.467
2018-10-18 06:27:27.680,95.021,1539844047.68
2018-10-18 06:27:41.672,111.644,1539844061.672
2018-10-18 06:27:42.279,0.0,1539844062.279
2018-10-19 12:25:52.295,111.695,1539951952.295
2018-10-19 12:26:04.045,105.0125,1539951964.045
2018-10-19 12:26:30.770,112.555,1539951990.77
2018-10-19 12:27:19.772,126.791,1539952039.772
2018-10-19 12:27:35.572,112.555,1539952055.572
2018-10-19 12:27:45.378,126.791,1539952065.378
2018-10-19 12:29:32.328,111.644,1539952172.328
2018-10-19 12:29:38.450,95.0295,1539952178.45
2018-10-19 12:29:52.246,111.644,1539952192.246
2018-10-19 12:29:52.938,0.0,1539952192.938
2018-10-18 13:47:35.927,111.695,1539870455.927
2018-10-18 13:47:47.796,105.0125,1539870467.796
2018-10-18 13:48:14.423,112.555,1539870494.423
2018-10-18 13:49:03.444,126.791,1539870543.444
2018-10-18 13:49:19.326,112.555,1539870559.326
2018-10-18 13:53:53.980,111.644,1539870833.98
2018-10-18 13:54:00.100,95.0345,1539870840.1
2018-10-18 13:54:13.900,111.644,1539870853.9
2018-10-18 13:54:14.736,0.0,1539870854.736
2018-10-19 13:22:21.323,111.695,1539955341.323
2018-10-19 13:22:33.288,105.0125,1539955353.288
2018-10-19 13:22:59.694,112.555,1539955379.694
2018-10-19 13:23:48.708,126.791,1539955428.708
2018-10-19 13:24:04.588,112.555,1539955444.588
2018-10-19 13:24:14.322,126.791,1539955454.322
2018-10-19 13:25:36.404,111.644,1539955536.404
2018-10-19 13:25:42.513,95.0345,1539955542.513
2018-10-19 13:25:56.219,111.644,1539955556.219
2018-10-19 13:25:57.031,0.0,1539955557.031
2018-10-19 11:46:10.638,111.695,1539949570.638
2018-10-19 11:46:22.569,105.0125,1539949582.569
2018-10-19 11:46:49.293,112.555,1539949609.293
2018-10-19 11:47:38.303,126.791,1539949658.303
2018-10-19 11:47:54.086,112.555,1539949674.086
2018-10-19 11:48:04.023,126.791,1539949684.023
2018-10-19 11:49:53.620,111.644,1539949793.62
2018-10-19 11:49:59.636,95.0295,1539949799.636
2018-10-19 11:50:13.670,111.644,1539949813.67
2018-10-19 11:50:14.302,0.0,1539949814.302
2018-10-17 15:31:48.052,111.695,1539790308.052
2018-10-17 15:31:57.837,105.0125,1539790317.837
2018-10-17 15:32:24.452,112.55,1539790344.452
2018-10-17 15:33:13.630,126.791,1539790393.63
2018-10-17 15:33:29.261,112.55,1539790409.261
2018-10-17 15:33:39.140,126.791,1539790419.14
2018-10-17 15:34:55.233,111.644,1539790495.233
2018-10-17 15:35:01.079,95.021,1539790501.079
2018-10-17 15:35:14.885,111.644,1539790514.885
2018-10-17 15:35:15.685,0.0,1539790515.685
2018-10-18 15:00:43.492,111.695,1539874843.492
2018-10-18 15:00:55.398,105.0125,1539874855.398
2018-10-18 15:01:22.001,112.555,1539874882.001
2018-10-18 15:02:11.141,126.791,1539874931.141
2018-10-18 15:02:26.818,112.555,1539874946.818
2018-10-18 15:02:36.620,126.791,1539874956.62
2018-10-18 15:03:58.202,111.644,1539875038.202
2018-10-18 15:04:04.170,95.0345,1539875044.17
2018-10-18 15:04:18.189,111.644,1539875058.189
2018-10-18 15:04:18.800,0.0,1539875058.8
2018-10-19 13:05:58.500,111.695,1539954358.5
2018-10-19 13:06:10.404,105.0125,1539954370.404
2018-10-19 13:06:37.027,112.555,1539954397.027
2018-10-19 13:07:26.130,126.791,1539954446.13
2018-10-19 13:07:41.930,112.555,1539954461.93
2018-10-19 13:07:51.630,126.791,1539954471.63
2018-10-19 13:09:24.304,111.644,1539954564.304
2018-10-19 13:09:30.425,95.0345,1539954570.425
2018-10-19 13:09:44.544,111.644,1539954584.544
